Dish Name,Ingredients (Tagalog),Instructions,Image Name,Cooking Time
Rabong Curry,"Rabong, manok, sibuyas, bawang, curry powder, gata, patatas, mantika, asin at paminta",Painitin ang mantika sa isang kaldero. Igisa ang bawang at sibuyas hanggang sa mabango.Idagdag ang manok at lutuin hanggang magkulay kayumanggi. Ihalo ang curry powder at lutuin ng 2 minuto. Idagdag ang gata ng niyog at patatas. Pakuluin hanggang lumambot ang karne at patatas.,rabong_curry.jpg,45 minuto
Rabong Salad,"Rabong, kamatis, sibuyas, pipino, suka, patis, asukal, asin at paminta","Sa isang mangkok, pagsamahin ang labong, kamatis, sibuyas, at pipino. Sa isa pang mangkok, ihalo ang suka, patis, at asukal. Ibuhos ang dressing sa salad at haluing mabuti. Timplahan ng asin at paminta.",rabong_salad.jpg,None
Rabong with Beef Stir-Fry,"Rabong, beef sirloin, sibuyas, bawang, kabute, toyo, hoisin sauce, mantika, asin at paminta","Painitin ang mantika sa kawali. Igisa ang bawang at sibuyas hanggang sa mabango.Idagdag ang baka at lutuin hanggang magkulay kayumanggi. Idagdag ang kabute at labong. Igisa ng 5 minuto. Ihalo ang toyo at hoisin sauce.
Lutuin hanggang lumambot ang mga gulay.",rabong_with_beef_stir_fry.jpg,20 minuto
Rabong and Stir-Fry,"Rabong, hipon, sibuyas, bawang, toyo, oyster sauce, mantika, asin at paminta",Painitin ang mantika sa kawali. Igisa ang bawang at sibuyas hanggang sa mabango. Idagdag ang hipon at lutuin hanggang maging kulay rosas. Idagdag ang labong at bell pepper. Igisa ng 5 minuto. Ihalo ang toyo at oyster sauce. Lutuin hanggang lumambot ang mga gulay.,rabong_and_stir_fry.jpg,15 minuto
Rabong soup,"Baboy, rabong, sibuyas, kamatis, tubig, patis, labanos, sitaw, kangkong, asin at paminta","Sa isang kaldero, igisa ang sibuyas at kamatis hanggang lumambot. Idagdag ang baboy at lutuin hanggang magkulay kayumanggi. Ibuhos ang tubig at pakuluin. Pakuluan hanggang lumambot ang baboy. Idagdag ang labong, labanos, at sitaw. Lutuin hanggang lumambot ang mga gulay. Ihalo ang patis at idagdag ang kangkong o spinach. Lutuin pa ng ilang minuto.",rabong_soup.jpg,35 minuto
Rabong and Adobo,"Rabong, karne ng baboy, toyo, suka, sibuyas, bawang, laurel, tubig, mantika asin at paminta",Painitin ang mantika sa isang kaldero. Igisa ang bawang at sibuyas hanggang sa mabango. Idagdag ang baboy at lutuin hanggang magkulay kayumanggi. Ihalo ang toyo at suka. Lutuin ng 2 minuto. Idagdag ang tubig at dahon ng laurel. Pakuluin hanggang lumambot ang baboy. Idagdag ang labong at lutuin pa ng karagdagang 5-10 minuto.,rabong_and_adobo.jpg,30 minuto
Ampalaya Fritters,"Ampalaya, harina, cornstarch, itlog, tubig, baking powder, mantika, asin at paminta","Sa isang mangkok, paghaluin ang harina, cornstarch, baking powder, asin, at paminta. Idagdag ang itlog at malamig na tubig para gumawa ng batter. Ibabad ang mga hiwa ng ampalaya sa batter. Painitin ang mantika sa kawali o deep fryer. Iprito ang mga nababad na hiwa ng ampalaya hanggang maging gintong kayumanggi at crispy.",ampalaya_fritters.jpg,15 minuto
Ampalaya and Pork Adobo,"Ampalaya, karne ng baboy, toyo, suka, sibuyas, bawang, laurel, water, asin at paminta","I-marinate ang baboy sa toyo, suka, bawang, at dahon ng laurel ng hindi bababa sa 30 minuto. Painitin ang mantika sa isang kaldero. Igisa ang sibuyas hanggang maging translucent. Idagdag ang marinated na baboy at lutuin hanggang magkulay kayumanggi. Ibuhos ang tubig at pakuluin. Pakuluin hanggang lumambot ang baboy. Idagdag ang ampalaya at lutuin hanggang lumambot. Timplahan ng asin at paminta.",ampalaya_and_pork_adobo.jpg,20 minuto
Ampalaya with Ground Pork,"Ampalaya, karne ng baboy, sibuyas, bawang, kamatis, mantika, asin at paminta","Painitin ang mantika sa kawali. Igisa ang bawang, sibuyas, at kamatis hanggang lumambot. Idagdag ang giniling na baboy at lutuin hanggang magkulay kayumanggi. Idagdag ang ampalaya at lutuin ng 5-7 minuto hanggang lumambot. Ihalo ang toyo at timplahan ng asin at paminta.",ampalaya_with_ground_pork.jpg,30 minuto
Ampalaya and Pork Soup,"Ampalaya, karne ng baboy, sibuyas, bawang, kamatis, tubig, patis, asin at paminta","Sa isang kaldero, igisa ang bawang, sibuyas, at kamatis hanggang lumambot. Idagdag ang baboy at lutuin hanggang magkulay kayumanggi. Ibuhos ang tubig o sabaw at pakuluin. Pakuluin hanggang lumambot ang baboy.
Idagdag ang ampalaya at lutuin ng 5-7 minuto.",ampalaya_and_pork_soup.jpg,20 minuto
Ampalaya Stir-Fry with Tofu,"Ampalaya, tokwa, sibuyas, bawang, paminta, tubig, patis, asin at paminta","Painitin ang mantika sa kawali. Idagdag ang tofu cubes at lutuin hanggang maging gintong kayumanggi. Alisin at itabi. Sa parehong kawali, igisa ang bawang at sibuyas hanggang sa mabango. Idagdag ang bell pepper at ampalaya. Igisa ng 5-7 minuto hanggang lumambot ang mga gulay. Ibalik ang tofu sa kawali. Idagdag ang toyo at haluing mabuti.",ampalaya_stir_fry_tofu.jpg,30 minuto
Ampalaya with Eggs," Ampalaya, itlog, sibuyas, bawang, mantika, asin at paminta","Painitin ang mantika sa kawali. Igisa ang bawang at sibuyas hanggang maging mabango. Idagdag ang ampalaya at lutuin sa loob ng 5-7 minuto, o hanggang magsimulang lumambot. Ibuhos ang binating itlog sa ampalaya. Lutuin, haluin paminsan-minsan, hanggang maluto ang itlog. Timplahan ng asin at paminta.",ampalaya_with_eggs.jpg,15 minuto
Ampalaya Con Carne,"Ampalaya, karne ng baboy o baka, sibuyas, bawang, kamatis, sabaw, toyo mantika, asin at paminta",Painitin ang mantika sa kawali. Igisa ang bawang at sibuyas hanggang maging mabango. Idagdag ang baka at lutuin hanggang magkulay brown. Idagdag ang kamatis at lutuin hanggang lumambot. Ibuhos ang sabaw ng baka at toyo. Pakuluan hanggang lumambot ang baka.,ampalaya_con_carne,30 minuto
Coconut Curry Rice,"Kanin, gata, tubig, curry powder, asin","Banlawan ang kanin sa malamig na tubig. Sa isang kaldero, pagsamahin ang bigas, gata ng niyog, tubig, curry powder, at asin. Pakuluin, pagkatapos ay hinaan ang apoy at hayaan kumulo hanggang maluto ang bigas at maabsorb ang likido.",coconut_curry _rice,25 minuto
Coconut Rice,"Kanin, gata, toyo, bawang, sibuyas, kabute, manok o baboy","Ibabad ang rice noodles sa maligamgam na tubig hanggang lumambot. Salain at itabi. Painitin ang mantika sa kawali. Igisa ang bawang at sibuyas hanggang maging mabango. Idagdag ang mga kabute at lutong karne, at lutuin hanggang uminit nang husto. Ihalo ang gata ng niyog at toyo. Idagdag ang lutong bigas at noodles, at haluing mabuti.",coconut_rice.jpg,15 minuto
Corned Beef Fried Rice,"Lutong kanin, corned beef, sibuyas,  bawang, karots, toyo, mantika","Painitin ang mantika sa kawali. Igisa ang bawang at sibuyas hanggang maging mabango. Idagdag ang corned beef at lutuin hanggang magkulay brown. Idagdag ang mga gisantes at karot, at lutuin hanggang lumambot. Ihalo ang kanin at toyo. Lutuin, haluin paminsan-minsan, hanggang uminit nang husto ang kanin at medyo maging malutong.",corned_beef_fried_rice.jpg,15 minuto
Chicken Biryani,"Manok, kanin, plain yogurt, sibuyas, bawang, luya, biryani spices, sabaw ng manok, mantika, asin","I-marinate ang manok sa yogurt, bawang, luya, at pampalasa ng biryani nang hindi bababa sa 1 oras. Painitin ang mantika sa malaking kaldero. Igisa ang sibuyas hanggang maging kulay ginto. Alisin ang kalahati para gawing garnishing. Idagdag ang manok na minarinate sa kaldero at lutuin hanggang magkulay brown. Idagdag ang sabaw ng manok at pakuluin. Hinaan ang apoy at hayaan kumulo hanggang maluto ang manok. Banlawan ang basmati rice at idagdag sa kaldero. Lutuin hanggang lumambot ang bigas at maabsorb ang likido.",chicken_biryani.jpg,50 minuto
Sinangag na Kanin,"Tirang kanin, mantika, bawang, asin at paminta","Painitin ang mantika sa kawali sa katamtamang init. Igisa ang bawang hanggang maging kulay ginto at mabango. Idagdag ang natirang kanin, at durugin ang mga buo-buong kanin gamit ang spatula. I-prito ang kanin hanggang maging malutong at kulay ginto. Timplahan ng asin at paminta ayon sa panlasa.",sinangag_na_kanin.jpg,15 minuto
Biko,"Kaning malagkit, gata, asukal, asin, tubig","Banlawan ang malagkit na bigas sa malamig na tubig. Sa isang kaldero, pagsamahin ang bigas at tubig. Pakuluin, pagkatapos ay hinaan ang apoy at hayaan kumulo hanggang maluto ang bigas. Idagdag ang gata ng niyog, asukal na pula, at asin. Haluin at lutuin sa katamtamang init hanggang lumapot ang halo at maabsorb ng bigas ang gata. Ilipat sa isang pinaunang nilalangisan na lalagyan at hayaang lumamig bago hiwain sa mga parisukat.",biko.jpg,50 minuto
Champorado,"Kaning malagkit, cocoa powder, asukal, tubig, asin","Banlawan ang malagkit na bigas sa malamig na tubig. Sa isang kaldero, pakuluin ang tubig. Idagdag ang bigas at lutuin sa katamtamang init, hinahalo paminsan-minsan. Kapag luto na ang bigas at naabsorb na ang karamihan ng tubig, ihalo ang cocoa powder, asukal, at asin. Lutuin pa nang karagdagang 5-10 minuto hanggang lumapot ang halo. Kung nais, idagdag ang gatas para sa mas creamier na texture bago ihain.",champorado.jpg,20 minuto
Coconut Macaroons,"Buko, kondensada, harina, puti ng itlog, vanilla extract",,coconut_macaroons.jpg,15 minuto
Corn Soup,"Mais, karne ng manok o baboy, sibuyas, bawang, sabaw ng gulay, cornstarch, asin at paminta","Painitin ang mantika sa kaldero. Igisa ang bawang at sibuyas hanggang maging mabango. Idagdag ang karne at lutuin hanggang magkulay brown. Ibuhos ang sabaw at pakuluin. Idagdag ang mais at hayaan kumulo nang 10 minuto. Kung nais, palaputin ang sabaw gamit ang cornstarch na hinalo sa tubig. Timplahan ng asin at paminta.",corn_soup.jpg,20 minuto
Puto Pao,"Harina, asukal, baking powder, tubig, evaporada, mantika, itlog maalat, minatamis na pulang sitaw","Sa isang mangkok, pagsamahin ang harina, asukal, at baking powder. Idagdag ang tubig, evaporated milk, at mantika. Haluin hanggang maging makinis. Punuin ang mga mold ng puto ng kalahati ng batter, maglagay ng isang kutsara ng red bean paste at isang piraso ng salted egg, pagkatapos ay takpan ng higit pang batter. I-steam nang 15-20 minuto hanggang maluto.",puto_pao.jpg,20 minuto
Salted Egg and Tomato Salad,"Itlog maalat, kamatis, sibuyas, patis, asin at paminta","Sa isang mangkok, pagsamahin ang salted eggs, kamatis, at sibuyas. Timplahan ng patis, asin, at paminta.",salted_egg_and_tomato_salad.jpg,None
Egg Pie,"Pie crust, evaporada, asukal, itlog, vanilla extract,","Painitin ang oven sa 350°F (175°C). Sa isang mangkok, pagsamahin ang evaporated milk, asukal, itlog, at vanilla extract. Ibuhos ang halo sa pie crust. I-bake nang 45-50 minuto hanggang mag-set ang filling at maging kulay ginto ang ibabaw.",egg_pie.jpg,50 minuto
Maruya,"Saba banana, harina, asukal, itlog, tubig, mantika, powdered na asukal","Sa isang mangkok, pagsamahin ang harina, asukal, itlog, at tubig upang makagawa ng batter. Isawsaw ang mga hiwa ng saging sa batter. Painitin ang mantika sa kawali at i-prito ang mga hiwa ng saging hanggang maging kulay ginto. Budburan ng powdered sugar bago ihain.",maruya.jpg,15 minuto
Tortang Giniling ,"Karne ng baka o baboy, sibuyas, bawang, patatas, itlog, asin at paminta, mantika","Igisa ang bawang at sibuyas hanggang maging mabango. Idagdag ang giniling na karne at lutuin hanggang magkulay brown. Idagdag ang patatas at lutuin hanggang lumambot. Sa isang mangkok, batihin ang mga itlog at timplahan ng asin at paminta. Ihalo ang lutong karne at patatas sa binating itlog.",tortang_giniling.jpg,20 minuto
Kansi,"Karne ng baka, sibuyas, bawang, tanglad, siling berde, sinigang mix, puso ng saging, kangkong, asin at paminta, tubig","Pakuluan ang beef shank sa tubig hanggang lumambot. Alisin ang mga dumi sa ibabaw. Idagdag ang bawang, sibuyas, tanglad, at green chili peppers. Hayaan kumulo nang isang oras. Idagdag ang sinigang mix, puso ng saging, at kangkong. Lutuin hanggang lumambot ang mga gulay. Timplahan ng asin.",kansi.jpg,2 oras
Beef Pares,"Baka, sibuyas, bawang, toyo, oyster sauce, sabaw ng baka, asukal, sangke, mantika, asin at paminta","Igisa ang bawang at sibuyas hanggang maging mabango. Idagdag ang karne at lutuin hanggang magkulay brown. Ibuhos ang toyo, oyster sauce, at sabaw ng baka. Idagdag ang asukal at sangke. Hayaan kumulo hanggang lumambot ang karne. Ayusin ang timpla gamit ang asin at paminta. Ihain kasama ng kanin at sabaw ng baka.",beef_pares.jpg,1 oras
Lengua Estofado,"Dila ng baka, sibuyas, bawang, tomato sauce, sabaw ng baka, berdeng olibo, toyo, suka, laurel, patatas, karots, asin at paminta, mantika","Pakuluan ang ox tongue hanggang lumambot. Balatan at hiwain. Igisa ang bawang at sibuyas hanggang maging mabango. Idagdag ang hiniwang ox tongue at lutuin hanggang magkulay brown sa lahat ng panig. Ibuhos ang tomato sauce, sabaw ng baka, toyo, at suka. Idagdag ang bay leaves. Hayaan kumulo nang isang oras. Idagdag ang patatas, karot, at berdeng olibo. Lutuin hanggang lumambot ang mga gulay. Timplahan ng asin at paminta.",lengua_estofado.jpg,2 oras
Beef Morcon,"Karne ng baka, toyo, calamansi juice, hotdog, itlog, pipino, keso, karots, mantika, sibuyas, bawang,  tomato sauce, sabaw ng baka, asin at paminta","Ihiga ang mga hiwa ng karne at ilagay ang hotdog, nilutong itlog, pickles, keso, at mga stick ng karot sa gitna. I-roll nang mahigpit at itali gamit ang kitchen twine. Igisa ang bawang at sibuyas hanggang maging mabango. Idagdag ang mga beef rolls at lutuin hanggang magkulay brown sa lahat ng panig. Ibuhos ang tomato sauce at sabaw ng baka. Hayaan kumulo hanggang lumambot ang karne at lumapot ang sarsa. Timplahan ng asin at paminta.",beef_morcon.jpg,1.4 oras
Nilagang Baka,"Karne ng baka, sibuyas, patatas, mais, pechay, sitaw, asin at paminta, patis, tubig","Pakuluan ang karne sa tubig hanggang lumambot. Alisin ang mga dumi sa ibabaw. Idagdag ang sibuyas at patatas. Lutuin hanggang lumambot ang patatas. Idagdag ang mais at green beans. Lutuin pa ng ilang minuto.
Idagdag ang pechay at lutuin pa ng ilang minuto. Timplahan ng asin, paminta, at patis.",nilagang_baka.jpg,2 oras
Bistek Tagalog,"Karne ng baka, toyo, calamansi juice, sibuyas, bawang, mantika, asin at paminta","I-marinate ang karne sa toyo, calamansi juice, bawang, asin, at paminta nang hindi bababa sa 1 oras. Iprito ang mga piraso ng sibuyas sa mantika hanggang lumambot. Itabi. Sa parehong kawali, lutuin ang minarinate na karne hanggang magkulay brown at lumambot. Idagdag ang marinade at lutuin pa ng ilang minuto. Lagyan ng onion rings sa ibabaw.",bistek_tagalog.jpg,20 minuto
Beef Kare-Kare,"Karne ng baka, sibuyas, bawang, peanut butter, annatto oil, sabaw ng baka, talong, puso ng saging, sitaw, pechay, asin at paminta, bagoong","Pakuluan ang karne ng baka sa tubig hanggang lumambot. Itabi. Igisa ang bawang at sibuyas sa annatto oil hanggang maging mabango. Idagdag ang nilutong karne, peanut butter, at sabaw ng baka. Hayaan kumulo hanggang lumapot ang sarsa. Idagdag ang talong, puso ng saging, at sitaw. Lutuin hanggang lumambot ang mga gulay. Idagdag ang pechay at lutuin pa ng ilang minuto. Timplahan ng asin at paminta. Ihain kasama ng bagoong.",beef_kare_kare.jpg,2 oras
 Beef Salpicao,"Karne ng baka, bawang, toyo, worcestershire sauce, olibo, bater, asin at paminta","I-marinate ang karne sa toyo, Worcestershire sauce, asin, at paminta nang 30 minuto. Igisa ang bawang sa olive oil hanggang maging kulay ginto. Alisin ang bawang at itabi. Sa parehong kawali, magdagdag ng mantikilya at ang minarinate na karne. Lutuin hanggang magkulay brown. Ibalik ang bawang at lutuin pa ng ilang minuto.",beef_salpicao.jpg,15 minuto
Beef Sinigang ,"Karne ng baka, sibuyas, kamatis, labanos, talong, kangkong, siling berde, sinigang mix, asin at paminta, tubig","Pakuluan ang karne sa tubig hanggang lumambot. Alisin ang mga dumi sa ibabaw. Idagdag ang sibuyas, kamatis, at sinigang mix. Hayaan kumulo nang isang oras. Idagdag ang labanos, talong, at green chili peppers. Lutuin hanggang lumambot ang mga gulay. Idagdag ang kangkong at lutuin pa ng ilang minuto. Timplahan ng asin at patis.",beef_sinigang.jpg,2 oras
Beef Tapa,"Karne ng baka, toyo, calamansi juice, bawang, asukal, asin at paminta, mantika","I-marinate ang karne sa toyo, calamansi juice, bawang, asukal, asin, at paminta nang hindi bababa sa 1 oras. Painitin ang mantika sa kawali at lutuin ang karne hanggang magkulay brown at lumambot.",beef_tapa.jpg,1.3 oras
Beef Mechado,"Baka, sibuyas, bawang, tomato sauce, sabaw ng baka, patatas, karots, toyo, lemon juice, mantika, asin at paminta","I-marinate ang karne ng baka sa toyo at katas ng limon ng 30 minuto. Igisa ang bawang at sibuyas hanggang maging mabango. Idagdag ang marinadong karne ng baka at lutuin hanggang maging brown. Ibuhos ang tomato sauce at sabaw ng baka. Pakuluan hanggang sa lumambot ang karne. Idagdag ang patatas, karot, at bell pepper. Lutuin hanggang sa maging malambot ang mga gulay. Timplahan ng asin at paminta.",beef_mechado.jpg,1.3 oras
Bulalo,"Karne ng baka, sibuyas, bawang, mais, patatas, puso ng saging, pechay, patis, asin at paminta, tubig","Pakuluan ang shank ng baka sa tubig hanggang sa lumambot. Alisin ang mga bula. Idagdag ang bawang, sibuyas, at patis. Pakuluan ng isang oras. Idagdag ang mais, patatas, at puso ng saging. Lutuin hanggang sa maging malambot. Idagdag ang pechay at lutuin pa ng ilang minuto. Timplahan ng asin at paminta.",bulalo.jpg,2 oras
Beef Kaldereta,"Baka, sibuyas, bawang, liver spread, tomato sauce, sabaw ng baka, patatas, karots, pulang paminta, berdeng paminta, berdeng gisantes, toyo, ginadgad na keso, asin at paminta, mantika","Igisa ang bawang at sibuyas hanggang maging mabango. Idagdag ang karne ng baka at lutuin hanggang maging brown. Ibuhos ang tomato sauce, sabaw ng baka, at toyo. Pakuluan hanggang sa lumambot ang karne. Idagdag ang liver spread, patatas, at karot. Lutuin hanggang sa maging malambot ang mga gulay. Idagdag ang bell pepper, green peas, at gadgad na keso. Lutuin pa ng ilang minuto. Timplahan ng asin at paminta.",beef_kaldereta.jpg,1.4 oras
Langka at Gata,"Langka, gata, cream ng niyog, sibuyas,  bawang, luya, asin at paminta, mantika",,langka_at_gata.jpg,30 minuto
Lato Salad,"Lato, kamatis, sibuyas, pipino, suka, asin at paminta","Igisa ang bawang, sibuyas, at luya hanggang maging mabango. Idagdag ang langka at lutuin ng ilang minuto. Ibuhos ang gata ng niyog at pakuluan. Pakuluan hanggang sa lumambot ang langka.
Idagdag ang coconut cream at green chili peppers. Lutuin pa ng ilang minuto. Timplahan ng asin at paminta.",lato_salad.jpg,None
Lumpiang Sariwa,"Repolyo, karots, sitaw, tokwa, mani, lumpia wrappers, toyo, asukal, tubig, bawang, asin at paminta","Igisa ang bawang hanggang maging mabango.Idagdag ang mga gulay at tofu. Lutuin hanggang sa maging malambot. Timplahan ng asin at paminta. Maglagay ng isang kutsara ng timpla sa bawat lumpia wrapper at i-roll upang maikabit. Sa isang hiwalay na kawali, pagsamahin ang toyo, brown sugar, tubig, at bawang. Lutuin hanggang sa lumapot ang sarsa. Ihain ang lumpia kasama ang sarsa at dinikdik na mani.",lumpiang_sariwa.jpg,15 minuto
Lomi,"Lomi noodles, karne ng baboy, hipon, sibuyas, bawang, karot, repolyo, itlog, sabaw ng manok, toyo, gawgaw, asin at paminta, mantika","Igisa ang bawang at sibuyas hanggang maging mabango. Idagdag ang baboy at lutuin hanggang maging brown. Idagdag ang hipon at lutuin hanggang maging pink. Ibuhos ang sabaw ng manok at pakuluan. Idagdag ang lomi noodles, toyo, at mga gulay. Lutuin hanggang sa maging malambot ang noodles. Idagdag ang binatilyong itlog at timpla ng cornstarch. Lutuin hanggang sa lumapot ang sabaw. Timplahan ng asin at paminta.",lomi.jpg,30 minuto
Vegetable Kare-Kare,"Talong, sitaw, puso ng saging, pechay, sibuyas, bawang, peanut butter, sabaw ng gulay, annatto oil, asin at paminta, bagoong ","Igisa ang bawang at sibuyas sa annatto oil hanggang maging mabango. Idagdag ang vegetable broth at peanut butter. Pakuluan. Idagdag ang talong, sitaw, puso ng saging, at pechay. Lutuin hanggang sa maging malambot ang mga gulay.Timplahan ng asin at paminta. Ihain kasama ng bagoong.",vegetable_kare_kare.jpg,30 minuto
Adobong Gulay,"Talong, tokwa, kabute, sibuyas, bawang, toyo, suka, tubig, asin at paminta, mantika","Igisa ang bawang at sibuyas hanggang maging mabango. Idagdag ang talong, tofu, at kabute. Lutuin hanggang maging brown. Idagdag ang toyo, suka, tubig, at dahon ng laurel. Pakuluan hanggang sa maging malambot ang mga gulay. Timplahan ng asin at paminta.",adobong_gulay.jpg,30 minuto
Kilawing Puso ng Saging,"Puso ng saging, suka, sibuyas, bawang, ginadgad na buko, asin at paminta","Hugasan at hiwain ang puso ng saging. Pagsamahin ang suka, sibuyas, bawang, at sili. Idagdag ang hiniwang puso ng saging at gadgad na niyog. Haluin ng mabuti.
Timplahan ng asin at paminta. Palamigin bago ihain.",kilawing_puso_ng_saging.jpg,10 minuto
Valenciana,"Malagkit na kanin, gata, manok, karne, hipon, sibuyas, bawang, berdeng gisante, nilagang itlog, annatto oil, asin at paminta","Igisa ang bawang at sibuyas sa annatto oil hanggang maging mabango. Idagdag ang manok, baboy, at hipon. Lutuin hanggang maging brown. Idagdag ang gata ng niyog at pakuluan. Idagdag ang bigas at lutuin hanggang ma-absorb ng bigas ang likido. Idagdag ang bell pepper at green peas. Lutuin hanggang sa maging malambot.",valenciana.jpg,40 minuto
Vegetarian Pancit ,"Bihon, repolyo, karot, sibuyas, bawang, sabaw ng gulay, toyo, mantika, asin at paminta ayon sa panlasa",Igisa ang sibuyas at bawang hanggang bumango. Magdagdag ng gulay at lutuin hanggang sa lumambot. Ilagay ang sabaw ng gulay at toyo. Pakuluan ito. Ilagay ang bihon noodles at lutuin hanggang sa lumambot. Timplahan ng asin at paminta.,vegetarian_pancit.jpg,20 minuto
Chicken Soup,"Manok, water, malunggay, kalabasa, sitaw, sibuyas, bawang, asin at paminta","Pakuluan ang manok sa tubig hanggang maluto.
Idagdag ang sibuyas at bawang. Lutuin hanggang maging mabango. Idagdag ang kalabasa at sitaw. Lutuin hanggang maging malambot. Idagdag ang dahon ng malunggay. Lutuin pa ng ilang minuto. Timplahan ng asin at paminta.




",chicken_soup.jpg,40 minuto
Kilawin na Baboy,"Baboy, suka, sibuyas, bawang, sili, asin at paminta","Pakuluan at hiwain ang belly ng baboy. Pagsamahin ang suka, sibuyas, bawang, at sili. Idagdag ang hiniwang baboy at haluin ng mabuti. Timplahan ng asin at paminta. Palamigin bago ihain.",kilawin_na_baboy.jpg,1 oras
Vigan Longganisa,"Baboy, bawang, sukang Iloko, paprika, annatto powder, asin, paminta, longganisa casings","Sa isang malaking mangkok, pagsamahin ang lahat ng sangkap maliban sa casing ng sausage. Haluin ng mabuti. Ipasok ang timpla sa mga casing ng sausage at balutin upang makagawa ng mga link. Palamigin ng hindi bababa sa 12 oras bago lutuin. Para lutuin, pakuluan sa tubig hanggang maluto, pagkatapos ay igisa sa kawali hanggang maging ginintuang brown.",vigan_longganisa.jpg,30 minuto
Sinanglay na Kambing ,"Karne ng kambing, gata, sibuyas, bawang, luya, dahon ng saging, asin at paminta, mantika","Igisa ang bawang, sibuyas, at luya hanggang maging mabango. Idagdag ang karne ng kambing at lutuin hanggang maging brown. Idagdag ang gata ng niyog at green chili peppers. Pakuluan. Pakuluan hanggang sa lumambot ang karne. Balutin ang mga bahagi ng nilutong kambing sa dahon ng saging at talian gamit ang kitchen string. I-grill ang mga balot hanggang bahagyang masunog ang dahon ng saging. Ihain nang mainit.

",sinanglay_na_kambing.jpg,30 minuto
Igado,"Baboy, bawang, sibuyas, toyo, suka, bell pepper, patatas, karot, green peas","Igisa ang bawang at sibuyas hanggang maging mabango. Idagdag ang laman at atay ng baboy, lutuin hanggang maging brown. Idagdag ang toyo at suka, pakuluan sa loob ng 20-30 minuto. Ilagay ang patatas, karot, bell pepper, at green peas. Lutuin ng 10 minuto. Timplahan ng paminta. Hanguin at ihain.",igado.jpg,40 minuto
Inihaw na Isda,"Isda, asin, kalamansi, paminta, bawang","I-marinate ang isda sa kalamansi, bawang, asin, at paminta ng 30 minuto. I-ihaw ang isda hanggang maluto, mga 10-15 minuto bawat side. Hanguin at ihain kasama ng sawsawan.",inihaw_na_isda.jpg,20 minuto
Inun-Unan,"Isda, suka, bawang, luya, sibuyas, paminta, dahon ng laurel, sili","Ilagay ang isda sa isang kaserola kasama ang bawang, luya, sibuyas, paminta, dahon ng laurel, at sili. Ibuhos ang suka at pakuluan sa mahinang apoy ng 20-25 minuto. Hanguin at ihain.",inun_unan.jpg,20 minuto
Inatata,"Baboy, bawang, sibuyas, suka, toyo, paminta, asin","Igisa ang bawang at sibuyas sa isang kaserola. Idagdag ang baboy at lutuin hanggang maging brown. Ibuhos ang suka, toyo, asin, at paminta. Pakuluan ng 40-50 minuto hanggang lumambot ang baboy. Hanguin at ihain.",inatata.jpg,40 minuto
Inutak,"Malagkit na bigas, gata ng niyog, asukal ",Lutuing ang malagkit na bigas sa gata ng niyog at asukal hanggang maging malambot. Idagdag ang langka kung nais. Haluin ng mabuti. Ilagay sa isang bilao at ihain.,inutak.jpg,30 minuto
Inat-Inat,"Manok o karne ng baboy, puso ng saing, bawang, luya, suka, dahon ng laurel, asin, paminta","Igisa ang bawang at luya sa isang kaserola. Idagdag ang manok o baboy at lutuin hanggang maging brown. Ibuhos ang suka, asin, paminta, at dahon ng laurel at idagdag ang puso ng saging. Pakuluan ng 40-50 minuto hanggang lumambot ang karne. Hanguin at ihain.",inat_inat.jpg,30 minuto
Inat-Inatan,"Puso ng saging, suka, sibuyas, bawang, asin at paminta","Igisa ang bawang at sibuyas sa isang kaserola. Idagdag ang hiniwang puso ng saging at lutuin hanggang lumambot. Ibuhos ang suka, asin, at paminta. Pakuluan ng 20-25 minuto. Hanguin at ihain.",inat_inatan.jpg,25 minuto
Inaliman,"Alimasag, gata ng niyog, bawang, sibuyas, luya, sili, asin ","Pakuluan ang alimasag sa tubig hanggang maluto. Igisa ang bawang, sibuyas, at luya sa isang kaserola. Idagdag ang gata ng niyog at sili. Pakuluan. Ilagay ang alimasag at lutuin ng 10-15 minuto. Timplahan ng asin. Hanguin at ihain.",inaliman.jpg,30 minuto
Tinapa,"Isdang tamban, asin, suka, uling",I-marinate ang isda sa asin at suka ng ilang oras. Patuyuin ang isda at saka i-usok sa ibabaw ng uling o kahoy hanggang maluto. Hanguin at ihain kasama ng sinangag at itlog.,tinapa.jpg,2 oras
Tinolang Tahong,"Tahong, bawang, sibuyas, luya, dahon ng sili, asin, paminta, tubig","Igisa ang bawang, sibuyas, at luya sa isang kaserola. Idagdag ang tahong at lutuin hanggang mag-open ang mga shells. Ibuhos ang tubig at pakuluan ng 10-15 minuto. Ilagay ang dahon ng sili, asin, at paminta. Hanguin at ihain.",tinolang_tahong.jpg,20 minuto
Tinolang Isda,"Isda, bawang, sibuyas, luya, papaya, dahon ng sili, asin, paminta, tubig","Igisa ang bawang, sibuyas, at luya sa isang kaserola. Idagdag ang isda at lutuin ng ilang minuto. Ibuhos ang tubig at pakuluan ng 10-15 minuto. Ilagay ang sayote o papaya, dahon ng sili, asin, at paminta. Lutuin ng 5-10 minuto. Hanguin at ihain.",tinolang_isda.jpg,30 minuto
